"","ID","YI","Haze","Step","peak1250","peak1700","peak2900","peak3350","Product.Name","Exposure","Dose"
"47","sa22087.01",2.21,7.2,1,0.311639372727397,0.344352488430305,0.017302259105984,0.00698063791150618,"PET","ASTMG155",101.88852
"48","sa22084.06",1.04,15.6,1,0.211783284281677,0.712293345587327,0.13719861554642,0.0449211152662616,"9025-TPU","ASTMG155",101.88852
"49","sa22080.16",2.85,32.8,1,0.129902187022813,0.233439018232698,0.0323528720263146,0.0111678499421383,"9025-PET","ASTMG155",101.88852
"50","sa22078.06",0.68,4.6,1,0.240305013081326,0.796086513193566,0.138322227700292,0.0635658284221374,"9013-TPU","ASTMG155",101.88852
"51","sa22075.06",2.57,1.8,1,0.181079736538119,0.279082042227311,0.0252110021487,0.0116254396677296,"9013-PET","ASTMG155",101.88852
"52","sa22072.06",0.84,14.6,1,0.352882004586797,0.703625193642317,0.264686157594487,0.0732064578570902,"9006-TPU","ASTMG155",101.88852
"53","sa22069.06",2.6,36.3,1,0.127884275552115,0.225946536040561,0.0220698481125057,0.0101348553410131,"9006-PET","ASTMG155",101.88852
"54","sa22072.01",1.35,2.3,1,0.372199645847058,0.725604844885628,0.288545156748776,0.0751964060489249,"9006-TPU","HF",0
"55","sa22069.01",1.78,4.4,1,0.0704972331642504,0.211020526829776,0.0370856173801237,0.014236076147695,"9006-PET","HF",0
"56","sa22078.01",1.4,2.6,1,0.309359192396825,0.86359818953808,0.162360760195937,0.0595349594772333,"9013-TPU","HF",0
"57","sa22084.01",1.37,2.5,1,0.329488391366762,0.741391881885863,0.256194119594942,0.0680762204138431,"9025-TPU","HF",0
"58","sa22086.11",1.92,2.5,1,0.441043856379592,0.455960082363054,0.0155124152763294,0.00785373083804789,"PET","HF",0
"59","sa22088.11",1.52,1.8,1,0.4249856683254,0.73929218876705,0.304249723057015,0.0829133000712906,"TPU","HF",0
"60","sa22071.07",1.16,12.8,2,0.400972666377483,0.708803034683428,0.299018818105519,0.0838663245382887,"9006-TPU","ASTMG154",307.4368
"61","sa22068.07",2.88,13.1,2,0.0794061353633959,0.272980815833731,0.0311671187744692,0.0125221634408503,"9006-PET","ASTMG154",307.4368
"62","sa22080.07",7.38,63.1,2,0.114514259170101,0.150691098930423,0.0141766074779066,0.00722222078815787,"9025-PET","ASTMG154",307.4368
"63","sa22077.07",1.85,15,2,0.253121282081563,0.787824697472695,0.158948438761932,0.0565112922084608,"9013-TPU","ASTMG154",307.4368
"64","sa22074.07",2.8,7,2,0.137231552235152,0.234185929878003,0.0180897250026444,0.00930839160750801,"9013-PET","ASTMG154",307.4368
"65","sa22086.07",4.44,78.2,2,0.101283445128813,0.11247574242373,0.00898201117360624,0.00521455582041249,"PET","ASTMG154",307.4368
"66","sa22083.07",1.81,36,2,0.411385189530234,0.714126142753422,0.30459259450854,0.0832236053527571,"9025-TPU","ASTMG154",307.4368
"67","sa22069.07",3.16,60.2,2,0.163990051674148,0.156323552401433,0.00932730779303536,0.00860616481177069,"9006-PET","ASTMG155",204.24614
"68","sa22072.07",0.96,16.1,2,0.256512911104214,0.747141551822919,0.149666059531599,0.0474315428900385,"9006-TPU","ASTMG155",204.24614
"69","sa22075.07",3.19,68.7,2,0.168165309566452,0.17003108158835,0.00992045835706088,0.00788419193439319,"9013-PET","ASTMG155",204.24614
"70","sa22078.07",0.82,9.1,2,0.208794911396496,0.759642133667671,0.0984256377924939,0.0521674931952384,"9013-TPU","ASTMG155",204.24614
"71","sa22080.17",3.72,52,2,0.201114407969091,0.189025136554291,0.0147087929754371,0.0087012191656889,"9025-PET","ASTMG155",204.24614
"72","sa22084.07",0.95,10.3,2,0.275673634931614,0.655971482131989,0.203753257962994,0.0553963021522483,"9025-TPU","ASTMG155",204.24614
"73","sa22087.02",3.19,45.3,2,0.211647498014929,0.210899678058613,0.0153861733983472,0.0085214158082566,"PET","ASTMG155",204.24614
"74","sa22089.02",0.72,8.6,2,0.41041936361611,0.719339467107292,0.294068245746464,0.0877454484371719,"TPU","ASTMG155",204.24614
"75","sa22069.02",2.05,6.4,2,0.405824219011655,0.400682208889003,0.0148355012833907,0.00954249308306453,"9006-PET","HF",0
"76","sa22072.02",1.83,2.2,2,0.269811828331441,0.91355164705201,0.158199606593367,0.0435636759349706,"9006-TPU","HF",0
"77","sa22075.02",1.88,2.9,2,0.387097394262495,0.393894079923957,0.014901733139841,0.00828344181876074,"9013-PET","HF",0
"78","sa22078.02",2.01,3.3,2,0.426600960003407,0.742845029426432,0.305519450403738,0.0839193977240211,"9013-TPU","HF",0
"79","sa22080.12",1.91,4.1,2,0.358311392602612,0.357637475092787,0.013258090408828,0.0083804488396747,"9025-PET","HF",0
"80","sa22084.02",1.84,2.3,2,0.276253837947475,0.743288044449529,0.194367158129654,0.0483309377823032,"9025-TPU","HF",0
"81","sa22086.12",1.98,3,2,0.395260277864087,0.415577565922959,0.0153822994263709,0.00792938296483513,"PET","HF",0
"82","sa22088.12",2.63,2.7,2,0.428623337709224,0.75105900922781,0.30193058366189,0.0841152403309609,"TPU","HF",0
"83","sa22068.02",4.07,4.4,2,0.0457571504558141,0.174320392398806,0.0150334262119082,0.007202602192744,"9006-PET","mASTMG154",450.45605
"84","sa22080.02",3.91,4.3,2,0.0779031831839415,0.166598546457158,0.0250649394665742,0.011235893563728,"9025-PET","mASTMG154",450.45605
"85","sa22077.02",2.76,4.8,2,0.202022258827448,0.856403636727869,0.076614465578659,0.0286687059337804,"9013-TPU","mASTMG154",450.45605
"86","sa22088.02",1.02,3.3,2,0.407965573799915,0.707086712030367,0.2845875502356,0.0778162819737497,"TPU","mASTMG154",450.45605
"87","sa22083.02",1.74,1.7,2,0.229868552642324,0.810317887273941,0.120896310272599,0.0408764338597889,"9025-TPU","mASTMG154",450.45605
"88","sa22089.09",3.01,15.5,3,0.386251201275059,0.70801254237033,0.282362287666115,0.0908612396954306,"TPU","1x",473.51304
"89","sa22089.08",3.31,20.4,3,0.405050140038029,0.734520206523425,0.296029742976261,0.0944120050748343,"TPU","1x",473.51304
"90","sa22087.09",2.61,8.4,3,0.406179019053044,0.466239677229741,0.019553827617572,0.00947447203173252,"PET","1x",473.51304
"91","sa22087.08",2.24,5.4,3,0.552280438937059,0.646070325403075,0.0283739387852368,0.0123785595692883,"PET","1x",473.51304
"92","sa22085.04",2.01,7.9,3,0.217273730082995,0.666827919373588,0.132196353525471,0.0422115252888594,"9025-TPU","1x",473.51304
"93","sa22085.03",1.95,7.5,3,0.196660562818855,0.649048407104474,0.12539611634673,0.0411183945357317,"9025-TPU","1x",473.51304
"94","sa22081.04",2.5,5.7,3,0.169673743384806,0.282891397103623,0.0465059318559496,0.0137359942377873,"9025-PET","1x",473.51304
"95","sa22079.04",2.04,8.1,3,0.269868811429741,0.848969136952659,0.134252449392556,0.052244498134113,"9013-TPU","1x",473.51304
"96","sa22079.03",2.11,9.3,3,0.222708719364992,0.780869904636133,0.107600388992916,0.0428664084904954,"9013-TPU","1x",473.51304
"97","sa22076.04",2.61,7.7,3,0.344410508548481,0.397277870465481,0.0168032087987788,0.00671354149441966,"9013-PET","1x",473.51304
"98","sa22076.03",2.32,5.3,3,0.326698612180519,0.429200236362978,0.0339312838392117,0.012284712697038,"9013-PET","1x",473.51304
"99","sa22073.04",2.21,8.9,3,0.252695691749843,0.861474835372419,0.122285313868303,0.0440438771866835,"9006-TPU","1x",473.51304
"100","sa22073.03",2.42,11.8,3,0.367069403234229,0.715847912145527,0.279698423674062,0.087123957166347,"9006-TPU","1x",473.51304
"101","sa22070.04",2.67,6.7,3,0.108806673053048,0.332930677445343,0.0445778315114696,0.0148973628362798,"9006-PET","1x",473.51304
"102","sa22070.03",2.58,6.2,3,0.262063667437643,0.404288555150645,0.0408447158415131,0.0148497661217728,"9006-PET","1x",473.51304
"103","sa22079.08",2.33,9.8,3,0.221864987261783,0.76323762335271,0.107423397543499,0.0387216067544407,"9013-TPU","5x",NA
"104","sa22079.07",2.02,10.1,3,0.230796143305137,0.803858015734692,0.111586634290558,0.0452398037480831,"9013-TPU","5x",NA
"105","sa22076.08",2.58,5,3,0.225485620543942,0.371868173500522,0.0465810720791042,0.0162301751249194,"9013-PET","5x",NA
"106","sa22076.07",2.77,6.1,3,0.1618328780379,0.326279521554653,0.0494238932925372,0.0172960976832557,"9013-PET","5x",NA
"107","sa22073.08",1.87,7.9,3,0.286805507500123,0.863081889733407,0.167471041145123,0.0466964704202558,"9006-TPU","5x",NA
"108","sa22073.07",2.51,7.8,3,0.366239657545527,0.714074361191252,0.284437137432022,0.0856912957010467,"9006-TPU","5x",NA
"109","sa22070.08",2.6,5.4,3,0.122384325807685,0.317679749434834,0.043556959451969,0.0131926347853244,"9006-PET","5x",NA
"110","sa22070.07",3.05,24.9,3,0.55300827566479,0.634696294690693,0.0257274805213666,0.0126007569558257,"9006-PET","5x",NA
"111","sa22082.02",2.92,7,3,0.156833300924138,0.341558034699191,0.0572689146713922,0.0156801659026461,"9025-PET","5x",NA
"112","sa22082.03",2.68,4.6,3,0.191346378852609,0.380852597383367,0.0638039430703738,0.0170054430333707,"9025-PET","5x",NA
"113","sa22089.13",3.66,11.5,3,0.383830463149269,0.708271268536798,0.292200698193107,0.0879212490332796,"TPU","5x",NA
"114","sa22089.12",3.22,11.6,3,0.386192429300539,0.712987546141025,0.291973761491718,0.0920265903122071,"TPU","5x",NA
"115","sa22087.13",3.42,23.6,3,0.37761502413956,0.448926824267807,0.0165415924917956,0.006679882604657,"PET","5x",NA
"116","sa22087.12",3.14,17,3,0.418970141040387,0.474267959949358,0.0130029366298333,0.00475248911386244,"PET","5x",NA
"117","sa22085.08",1.73,8.6,3,0.232675020428509,0.71814445775257,0.151223935149632,0.0449069499648192,"9025-TPU","5x",NA
"118","sa22085.07",1.76,7.9,3,0.403457916825279,0.713614873639502,0.304540687930657,0.0920983733208488,"9025-TPU","5x",NA
"119","sa22068.03",5.06,10.4,3,0.0494028237989774,0.138214245298102,0.00798207004396998,0.00811703343235381,"9006-PET","mASTMG154",888.6845
"120","sa22068.04",5.41,12.4,3,0.0616038506709024,0.199058250728412,0.00851484032820787,0.00767001653185448,"9006-PET","mASTMG154",888.6845
"121","sa22068.05",5.04,9.4,3,0.101506760791278,0.30775725302312,0.0136862297031322,0.00983751405161376,"9006-PET","mASTMG154",888.6845
"122","sa22068.08",6.64,75.2,3,0.0661039597280599,0.0686526324254655,0.00684737969697734,0.00544122841218373,"9006-PET","ASTMG154",600.4625
"123","sa22068.09",7.74,68.5,3,0.0570214826835222,0.118772928181963,0.0101595726274017,0.00724293741536101,"9006-PET","ASTMG154",600.4625
"124","sa22069.00",3.82,68.6,3,0.14947865317012,0.139432195557454,0.0070699066657467,0.00562473693833894,"9006-PET","ASTMG154",600.4625
"125","sa22071.03",0.71,4.2,3,0.403724857275582,0.757972865164228,0.267081887737901,0.0767088032158286,"9006-TPU","mASTMG154",888.6845
"126","sa22071.04",0.57,4.4,3,0.296120331035909,0.760891750088389,0.167092716467867,0.0460000632014292,"9006-TPU","mASTMG154",888.6845
"127","sa22071.04",0.67,3.8,3,0.296120331035909,0.760891750088389,0.167092716467867,0.0460000632014292,"9006-TPU","mASTMG154",888.6845
"128","sa22071.08",1.57,11.5,3,0.363399734741058,0.727113771227345,0.263050927231548,0.0676612521243525,"9006-TPU","ASTMG154",600.4625
"129","sa22071.09",1.1,20.8,3,0.399710587629869,0.712634641028372,0.283845284185299,0.079124225887934,"9006-TPU","ASTMG154",600.4625
"130","sa22074.03",5.71,11.5,3,0.0644859134269951,0.190215959599927,0.00945329750463651,0.00931055697709775,"9013-PET","mASTMG154",888.6845
"131","sa22074.04",6.32,5.1,3,0.052851991709814,0.20001768699502,0.00853550762968412,0.00756074522319734,"9013-PET","mASTMG154",888.6845
"132","sa22074.05",5.27,4.5,3,0.0653457889383485,0.187753338281939,0.00957620076444204,0.0092939363728802,"9013-PET","mASTMG154",888.6845
"133","sa22074.08",4.25,68.6,3,0.246490241429435,0.21989213713168,0.00611838176415902,0.00739600666834087,"9013-PET","ASTMG154",600.4625
"134","sa22075.00",4.87,69.1,3,0.120889066535223,0.136955797251229,0.00738178894484817,0.0050014704944859,"9013-PET","ASTMG154",600.4625
"135","sa22077.04",1.01,4.5,3,0.196551537662563,0.940012468282698,0.0346670098164852,0.0289505001432985,"9013-TPU","mASTMG154",888.6845
"136","sa22077.05",1.84,5.6,3,0.205384894223953,0.946090751154627,0.0414345421825003,0.0303020255652144,"9013-TPU","mASTMG154",888.6845
"137","sa22077.08",1.32,23.1,3,0.379223758930962,0.70598953345623,0.258215381150668,0.069118597907276,"9013-TPU","ASTMG154",600.4625
"138","sa22077.09",1.86,14.5,3,0.428845498870402,0.768337354016658,0.301788837942696,0.0822144556540579,"9013-TPU","ASTMG154",600.4625
"139","sa22078.00",1.1,9,3,0.428836628983829,0.760518496572072,0.299983358546618,0.0822413116182215,"9013-TPU","ASTMG154",600.4625
"140","sa22080.03",5.31,18.1,3,0.046930298072861,0.119861886986924,0.0082306452168675,0.00883950524550912,"9025-PET","mASTMG154",888.6845
"141","sa22080.04",5.07,10.2,3,0.059245766945535,0.149690002005708,0.00805753889362318,0.00832437499105366,"9025-PET","mASTMG154",888.6845
"142","sa22080.05",4.77,18.3,3,0.0551275089482486,0.132821290229843,0.00860164160668934,0.00956002785645661,"9025-PET","mASTMG154",888.6845
"143","sa22080.08",4.78,75.1,3,0.226809030519551,0.210026098029631,0.00951891913388063,0.00788747583722527,"9025-PET","ASTMG154",600.4625
"144","sa22080.09",4.45,63.8,3,0.271762067686446,0.262628297573011,0.00935283880518053,0.00654514489265621,"9025-PET","ASTMG154",600.4625
"145","sa22080.10",4.4,55,3,0.351030622729536,0.360512544219557,0.0119513044798878,0.00599242770001612,"9025-PET","ASTMG154",600.4625
"146","sa22083.04",1.46,4.4,3,0.228130607666767,0.855070143352437,0.0902119179248996,0.035169885070481,"9025-TPU","mASTMG154",888.6845
"147","sa22083.05",1.58,3.8,3,0.211371523581663,0.722148737637523,0.0956008113776281,0.0308716752147184,"9025-TPU","mASTMG154",888.6845
"148","sa22083.08",1.06,10.1,3,0.423252556965126,0.75452170645264,0.298235778138034,0.0813135818438144,"9025-TPU","ASTMG154",600.4625
"149","sa22083.09",0.97,14.3,3,0.338780624664622,0.712296939288678,0.248711444328314,0.0636179354455897,"9025-TPU","ASTMG154",600.4625
"150","sa22084.00",1.72,44,3,0.256535764991563,0.585789214697413,0.202999055767817,0.0506328114664683,"9025-TPU","ASTMG154",600.4625
"151","sa22086.04",4.63,29.2,3,0.0553741696050394,0.110078969480941,0.00866219382128392,0.00990440233921413,"PET","mASTMG154",888.6845
"152","sa22086.05",4.35,8.1,3,0.117327960176956,0.224155931685128,0.012560083435625,0.0103765723627949,"PET","mASTMG154",888.6845
"153","sa22086.08",4.58,90.5,3,0.323840010374288,0.305424695966548,0.0121472595639387,0.0070858623607106,"PET","ASTMG154",600.4625
"154","sa22086.09",5.52,88.8,3,0.205205710690398,0.182786270894596,0.0083094710965102,0.00737814255085702,"PET","ASTMG154",600.4625
"155","sa22086.10",3.9,86.4,3,0.385260154822506,0.343617155241956,0.00994516573406945,0.00909396977719326,"PET","ASTMG154",600.4625
"156","sa22088.03",0.64,4.4,3,0.414976939989309,0.760170150896361,0.277058814675193,0.0779602155839621,"TPU","mASTMG154",888.6845
"157","sa22088.04",0.73,4.3,3,0.417582261492876,0.746603835519832,0.277371475411121,0.0783902573442728,"TPU","mASTMG154",888.6845
"158","sa22088.05",0.7,4.2,3,0.415120596235004,0.749942470527216,0.276358592459594,0.078653447941528,"TPU","mASTMG154",888.6845
"159","sa22088.08",0.86,10.5,3,0.398912641807958,0.747672330536895,0.298043338922327,0.0835349155313433,"TPU","ASTMG154",600.4625
"160","sa22088.10",0.82,9.8,3,0.41250442191376,0.737251017448622,0.301868429110704,0.0829660198908789,"TPU","ASTMG154",600.4625
"161","sa22069.03",2.48,6.1,3,0.481445957609242,0.498328391841753,0.0150283215162862,0.00762916713856486,"9006-PET","HF",0
"162","sa22069.04",2.16,4.3,3,0.450177407219886,0.447060158738964,0.0146808777941009,0.00751726691318794,"9006-PET","HF",0
"163","sa22069.05",2.19,4.8,3,0.252793240758851,0.237568568901568,0.00701071267591246,0.00637999625708436,"9006-PET","HF",0
"164","sa22075.03",2.3,4,3,0.365968299137716,0.342271521147806,0.00959081412926059,0.00784901475021707,"9013-PET","HF",0
"165","sa22075.04",2.32,3.4,3,0.417510502550506,0.418264356791398,0.0130143739673998,0.00839856581238374,"9013-PET","HF",0
"166","sa22075.05",2.34,4.8,3,0.220765222212666,0.254141736168602,0.0104143090499005,0.00841430806751477,"9013-PET","HF",0
"167","sa22080.14",2.24,5,3,0.306981009255502,0.318464089859633,0.0107863107085305,0.00799966875415769,"9025-PET","HF",0
"168","sa22080.15",2.15,5.7,3,0.325079055025507,0.342699584048018,0.0122527313536972,0.00762717355218648,"9025-PET","HF",0
"169","sa22086.13",1.98,3.3,3,0.268814653862019,0.297850517212837,0.0115988578554143,0.00731824353974184,"PET","HF",0
"170","sa22086.14",1.92,3.3,3,0.293496343252164,0.315087538398358,0.0119466144985516,0.0071193551776252,"PET","HF",0
"171","sa22087.00",1.97,3.8,3,0.240944641112806,0.26657172604408,0.0102730276159484,0.0079668844838487,"PET","HF",0
"172","sa22069.08",3.14,88.1,3,0.0809497947221329,0.068240870287758,0.00524077477100677,0.00676586302589304,"9006-PET","ASTMG155",356.23454
"173","sa22069.09",3.04,87.2,3,0.216433017102829,0.210779246467261,0.00548958765962183,0.00862057361298061,"9006-PET","ASTMG155",356.23454
"174","sa22070.00",5.04,93.1,3,0.0779670766815201,0.0713470755496994,0.00475992422951392,0.00797254615916609,"9006-PET","ASTMG155",356.23454
"175","sa22072.08",0.74,16.5,3,0.408693078039723,0.699082430260236,0.277704980170617,0.0789836704927538,"9006-TPU","ASTMG155",356.23454
"176","sa22072.09",0.86,19.8,3,0.434856008009325,0.747641465749364,0.291900235989299,0.0921488192565666,"9006-TPU","ASTMG155",356.23454
"177","sa22075.08",3.22,74.3,3,0.360491076356818,0.347316798165786,0.00584964389319157,0.0103047534891916,"9013-PET","ASTMG155",356.23454
"178","sa22075.09",3.44,91.5,3,0.0560460318459448,0.073688117563645,0.0066372617769968,0.00627559453753293,"9013-PET","ASTMG155",356.23454
"179","sa22076.00",3,81.4,3,0.263280933934967,0.268065733846614,0.00691668222422996,0.00787051724016548,"9013-PET","ASTMG155",356.23454
"180","sa22078.08",0.83,19,3,0.431180879460407,0.743432148487577,0.29648641025291,0.0955447555525161,"9013-TPU","ASTMG155",356.23454
"181","sa22078.09",0.67,16.4,3,0.438668216997253,0.759009788839148,0.301576409912316,0.0874011224732193,"9013-TPU","ASTMG155",356.23454
"182","sa22079.00",0.88,30.2,3,0.43035424689895,0.734651121084678,0.285988087519318,0.0991874822701887,"9013-TPU","ASTMG155",356.23454
"183","sa22080.18",3.1,73,3,0.417117229212488,0.417764235009839,0.0114784415849277,0.00789555389231883,"9025-PET","ASTMG155",356.23454
"184","sa22080.19",2.96,75.5,3,0.430324159328741,0.427532361873422,0.010046716290954,0.00901479643710792,"9025-PET","ASTMG155",356.23454
"185","sa22081.00",3.19,72.1,3,0.253438788145123,0.213600994144043,0.00554880253304594,0.00880756351565439,"9025-PET","ASTMG155",356.23454
"186","sa22084.08",0.89,17.4,3,0.355355066457317,0.606120726386318,0.230419336508184,0.0663532893149885,"9025-TPU","ASTMG155",356.23454
"187","sa22084.09",0.88,22,3,0.393176989222676,0.677081227952481,0.267231916005928,0.082845166939941,"9025-TPU","ASTMG155",356.23454
"188","sa22085.00",0.84,10.6,3,0.42145770099309,0.72951068702584,0.284704219070132,0.0866474858699859,"9025-TPU","ASTMG155",356.23454
"189","sa22087.03",3.48,89.1,3,0.326376285314513,0.364330807948107,0.00940478487248076,0.0071730329078188,"PET","ASTMG155",356.23454
"190","sa22087.04",3.21,87.5,3,0.409159330868926,0.421809985005123,0.0104752665340886,0.00758535498700802,"PET","ASTMG155",356.23454
"191","sa22089.03",0.53,4.5,3,0.335294237819293,0.57507259610447,0.21640171877867,0.0638927571099467,"TPU","ASTMG155",356.23454
"192","sa22089.04",0.57,6.2,3,0.429992576409155,0.748712184438676,0.297109824690502,0.0858017497082027,"TPU","ASTMG155",356.23454
"193","sa22089.05",0.55,5.8,3,0.430737596424751,0.747534300159774,0.294311664807062,0.0857662740164552,"TPU","ASTMG155",356.23454
"194","sa22072.09",0.84,24.7,4,0.278409991255908,0.754341079275706,0.188985760582205,0.0487855911189284,"9006-TPU","ASTMG155",704.86966
"195","sa22073.00",0.7,22.3,4,0.243380140807724,0.644903531439335,0.179250352095665,0.0474190906318722,"9006-TPU","ASTMG155",704.86966
"196","sa22069.09",3.51,97.4,4,0.192983976398347,0.23608161873166,0.00379486916561246,0.00291227191781838,"9006-PET","ASTMG155",704.86966
"197","sa22081.00",3.41,96,4,0.209263540524194,0.253809416482482,0.0052366826887646,0.00272740138817193,"9025-PET","ASTMG155",704.86966
"198","sa22080.19",3.36,96.7,4,0.190524423112711,0.2276823067759,0.00531582538400625,0.00201306565320051,"9025-PET","ASTMG155",704.86966
