"","ID","YI","Haze","Step","peak1250","peak1700","peak2900","peak3350","Product.Name","Exposure","Dose"
"199","sa22078.09",0.71,19.2,4,0.279056111887735,0.714604039309808,0.210992640190957,0.0564432526402354,"9013-TPU","ASTMG155",704.86966
"200","sa22079.00",0.71,19.4,4,0.2918129150989,0.769471625952122,0.201257679739482,0.0548326214002814,"9013-TPU","ASTMG155",704.86966
"201","sa22076.00",3.42,97.5,4,0.154202544808308,0.185582775415841,0.00294369569205051,0.00220223337303407,"9013-PET","ASTMG155",704.86966
"202","sa22075.09",4.75,96.8,4,0.185274031646592,0.220357407307619,0.00391479195420466,0.00261824158933354,"9013-PET","ASTMG155",704.86966
"203","sa22089.04",1.04,31.5,4,0.40055489786525,0.803466439759694,0.293729384268183,0.0934437754695363,"TPU","ASTMG155",704.86966
"204","sa22089.05",0.82,14.1,4,0.391269659732802,0.799195974346557,0.272802537163175,0.0885060347617102,"TPU","ASTMG155",704.86966
"205","sa22087.05",3.4,97,4,0.185626031620699,0.221288956503497,0.00390680817567668,0.00262814687056694,"PET","ASTMG155",704.86966
"206","sa22087.04",3.38,97.1,4,0.181849044387495,0.220053096132251,0.00347599504403218,0.00251350735683011,"PET","ASTMG155",704.86966
"207","sa22084.09",0.96,22.3,4,0.273581721781764,0.735002646251414,0.196770645389067,0.0490091201364229,"9025-TPU","ASTMG155",704.86966
"208","sa22085.00",0.92,16.6,4,0.268655100032033,0.734225657643736,0.185278221514351,0.0473024986634292,"9025-TPU","ASTMG155",704.86966
"209","sa22089.14",0.58,2.6,4,0.447499077078409,0.777346602142114,0.326192135671008,0.0936823730886285,"TPU","baseline",0
"210","sa22088.00",0.58,2.1,4,0.443848183417184,0.770644729434905,0.321943585210945,0.0925851289283865,"TPU","baseline",0
"211","sa22087.14",1.85,3.5,4,0.699419663063116,0.741507106179552,0.0223989513759181,0.00887308118018712,"PET","baseline",0
"212","sa22085.09",0.65,2.9,4,0.260170254471152,0.895138260388207,0.16335201581256,0.0457901767672056,"9025-TPU","baseline",0
"213","sa22083.00",0.6,3.1,4,0.323034732463935,0.779086662303428,0.225070929562778,0.0618283483721249,"9025-TPU","baseline",0
"214","sa22082.04",1.66,2.5,4,0.171391717494025,0.498487078470253,0.0972793235877858,0.02620227599594,"9025-PET","baseline",0
"215","sa22080.00",1.66,3.4,4,0.141540136284185,0.450576619054991,0.0907857105989747,0.0261886353707234,"9025-PET","baseline",0
"216","sa22079.09",0.76,5.2,4,0.336589201051694,0.989554224728225,0.160267206011586,0.0529096291936202,"9013-TPU","baseline",0
"217","sa22077.00",0.89,9.3,4,0.318574063174446,0.950558281074489,0.156326185139294,0.0471344733580925,"9013-TPU","baseline",0
"218","sa22076.09",1.69,3,4,0.236776167097524,0.400607842659349,0.0817357246477279,0.0258997447672957,"9013-PET","baseline",0
"219","sa22074.00",1.65,4.2,4,0.205760336612474,0.445913945800937,0.0820763970136406,0.0259722018027344,"9013-PET","baseline",0
"220","sa22080.05",4.85,32.8,4,0.116317980648264,0.261961789361295,0.0124128906748315,0.00797134289089473,"9025-PET","mASTMG154",2077.16355
"221","sa22080.04",5.06,45.2,4,0.0983059673248797,0.233852039810983,0.0118471118918602,0.0077561661472653,"9025-PET","mASTMG154",2077.16355
"222","sa22077.05",0.75,9.5,4,0.210882529949296,0.979620946242645,0.056724621115331,0.0330090349977338,"9013-TPU","mASTMG154",2077.16355
"223","sa22077.04",0.87,13.8,4,0.200876300306414,1.00811958094264,0.0435915424886202,0.0298114334920478,"9013-TPU","mASTMG154",2077.16355
"224","sa22074.04",7.26,35.9,4,0.0442977256319424,0.165437009351731,0.00908067499488604,0.00851259594603898,"9013-PET","mASTMG154",2077.16355
"225","sa22088.04",0.92,4.8,4,0.360779162757956,0.798186433153165,0.267246187116827,0.0781312837159923,"TPU","mASTMG154",2077.16355
"226","sa22088.05",0.86,5.5,4,0.317139106001005,0.758694833036527,0.2403937960362,0.0721997269775053,"TPU","mASTMG154",2077.16355
"227","sa22086.04",5.23,53.9,4,0.077940897794609,0.18233156256986,0.0104615640925558,0.00915460394576443,"PET","mASTMG154",2077.16355
"228","sa22086.05",5.65,44.2,4,0.438959233911435,0.495670553447116,0.0148914945609404,0.00914605703287248,"PET","mASTMG154",2077.16355
"229","sa22083.05",0.83,4.1,4,0.230608792774625,0.78860492384628,0.114274721378782,0.0378699905315498,"9025-TPU","mASTMG154",2077.16355
"230","sa22083.04",0.88,3.1,4,0.239993342943166,0.837409955755162,0.108751360371178,0.0387325014044139,"9025-TPU","mASTMG154",2077.16355
"231","sa22071.05",5.25,7.2,4,0.285634846997887,0.836847909146561,0.222146151046436,0.066027826687941,"9006-TPU","mASTMG154",2077.16355
"232","sa22071.04",0.92,5.8,4,0.287168370375132,0.839111930644657,0.214757915410049,0.0639169168490848,"9006-TPU","mASTMG154",2077.16355
"233","sa22068.04",5.93,18.1,4,0.0710869833699617,0.225049769996258,0.0103726742596685,0.00538468635985124,"9006-PET","mASTMG154",2077.16355
"234","sa22069.00",6.1,93.4,4,0.0860768103593161,0.108661244243108,0.00314331180155875,0.00175212728316853,"9006-PET","ASTMG154",1368.76336666667
"235","sa22068.09",5.27,89.4,4,0.0994562958831893,0.120371073532061,0.00394525114853512,0.00189110443043413,"9006-PET","ASTMG154",1368.76336666667
"236","sa22075.00",4.14,85.4,4,0.0910630707841898,0.115133201802283,0.00339941515882947,0.00164426761482952,"9013-PET","ASTMG154",1368.76336666667
"237","sa22074.09",4.13,88.5,4,0.0980713714293889,0.121467387555966,0.00345896670384799,0.00188079198463593,"9013-PET","ASTMG154",1368.76336666667
"238","sa22086.10",3.67,89.9,4,0.0703262247766644,0.0949168657770182,0.00315777222621084,0.00178569443036065,"PET","ASTMG154",1368.76336666667
"239","sa22086.09",5.5,92.3,4,0.0855911943423672,0.11233138894101,0.00263881174290965,0.00125110187373127,"PET","ASTMG154",1368.76336666667
"240","sa22071.00",0.65,3,4,0.291494224564291,0.89595547378166,0.138947921774751,0.0365608221233053,"9006-TPU","baseline",0
"241","sa22070.09",1.69,3.4,4,0.0690756446796634,0.160416193199418,0.0230612091094653,0.00860760288968409,"9006-PET","baseline",0
"242","sa22068.00",1.73,4.5,4,0.0667970459932421,0.173682441209151,0.0251986478813827,0.00776797850553534,"9006-PET","baseline",0
"243","sa22073.09",0.72,3.8,4,0.356614523322905,0.732288030402473,0.209748798652017,0.0614163943808649,"9006-TPU","baseline",0
"244","sa22075.05",2.49,3.9,4,0.0802731565379865,0.129426104638085,0.0197401610358612,0.0093054050814592,"9013-PET","HF",0
"245","sa22075.04",2.73,4.9,4,0.0544707832172654,0.100855977722876,0.0167811059583391,0.00807539957790416,"9013-PET","HF",0
"246","sa22080.15",2.47,7.3,4,0.0805346910120407,0.156895827685575,0.0311933774247756,0.0101861003391407,"9025-PET","HF",0
"247","sa22080.14",3.25,6.2,4,0.0494824142347892,0.110413188650602,0.0206775154468315,0.00840908476695452,"9025-PET","HF",0
"248","sa22086.14",1.96,2.9,4,0.52833678594393,0.559178579323142,0.026746271498252,0.0120943105267018,"PET","HF",0
"249","sa22087.00",2.05,4.2,4,0.479928228091011,0.506184214393771,0.0227962476343122,0.00959455629719754,"PET","HF",0
"250","sa22069.05",3.24,5.9,4,0.0872772085517027,0.278452088177712,0.0539952476914422,0.0184229633150685,"9006-PET","HF",0
