Rowkey,Sample,Material,Thick,Exposure,Time,Step,Irrad,Pdose,L,a,b,YI,Haze,abs300,abs335,abs345,abs350,abs370,abs400,iad300,iad335,iad345,iad350,iad370,iad400,ftir1716,ftir1409,ftir1341,ftir1251,ftir1093,ftir1017,ftir872,ftir714
sa19603.28-step6,sa19603.28,Unstab,0.0075,CyclicQUV,1008,6,1.55,146.7312,91.65,-1,3.58,6.19,32.5,92.029917,48.448896,45.005607,41.771618,22.8175377,13.33201673,-0.491278911,0.2014368,0.1911516,0.1789922,0.09864637,0.05943145,0.06449122,0.02019522,0.03399222,0.08100822,0.08431222,0.07643022,0.07444522,0.1470332
sa19604.00-step0,sa19604.00,UVStab,0.005,Baseline,0,0,NA,NA,95.32,-0.02,0.55,1.02,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sa19604.01-step0,sa19604.01,UVStab,0.005,DampHeat,0,0,0,0,95.31,-0.03,0.56,1.04,0.6,217.189436,203.455,204.847055,205.882745,210.9647564,3.225558237,NA,NA,NA,NA,NA,NA,0.3306396,0.1251006,0.1581596,0.3901716,0.3909486,0.2997126,0.3228666,0.6352286
sa19604.02-step0,sa19604.02,UVStab,0.005,DampHeat,0,0,0,0,95.34,-0.03,0.55,1.01,0.8,226.187444,210.291409,210.994077,213.039422,218.4437514,3.17691038,NA,NA,NA,NA,NA,NA,0.33838643,0.12781943,0.16581443,0.39651043,0.39547543,0.30294043,0.33122443,0.6425724
sa19604.03-step0,sa19604.03,UVStab,0.005,DampHeat,0,0,0,0,95.21,-0.03,0.66,1.21,0.5,216.253969,204.224607,205.465242,206.861207,212.0794269,3.452769916,NA,NA,NA,NA,NA,NA,0.24202838,0.09952738,0.12806838,0.28526838,0.29217338,0.23545438,0.25901838,0.4780344
sa19604.04-step0,sa19604.04,UVStab,0.005,DampHeat,0,0,0,0,95.17,-0.03,0.67,1.24,0.7,211.76528,199.487177,201.182404,204.921332,209.081331,3.666421803,NA,NA,NA,NA,NA,NA,0.23702186,0.09794285,0.12482986,0.28377986,0.29211385,0.23563886,0.25575686,0.4734559
sa19604.05-step0,sa19604.05,UVStab,0.005,DampHeat,0,0,0,0,95.21,-0.03,0.62,1.15,0.9,224.892642,209.361388,210.946085,215.128042,219.678094,3.701287364,NA,NA,NA,NA,NA,NA,0.23660872,0.09853172,0.12640572,0.28415672,0.29203072,0.23772372,0.26040972,0.4884437
sa19604.06-step0,sa19604.06,UVStab,0.005,DampHeat,0,0,0,0,95.2,-0.03,0.64,1.19,0.6,232.627431,213.754741,215.136019,219.751302,224.3010912,3.827069972,NA,NA,NA,NA,NA,NA,0.21102586,0.08945385,0.11380585,0.25686585,0.26655186,0.22031085,0.24113486,0.4532019
sa19604.07-step0,sa19604.07,UVStab,0.005,DampHeat,0,0,0,0,95.23,-0.04,0.63,1.17,0.5,241.261177,219.834308,221.423559,225.774984,230.6422751,3.906580536,NA,NA,NA,NA,NA,NA,0.33946097,0.12821097,0.16674697,0.40128997,0.40459897,0.31161897,0.34034097,0.674972
sa19604.08-step0,sa19604.08,UVStab,0.005,FreezeThaw,0,0,0,0,95.22,0.01,0.61,1.16,0.6,243.98973,222.148776,223.376274,227.306557,232.5606346,4.005376982,NA,NA,NA,NA,NA,NA,0.34171616,0.12834016,0.16400016,0.40646616,0.41002816,0.31462916,0.34102916,0.6813632
sa19604.09-step0,sa19604.09,UVStab,0.005,FreezeThaw,0,0,0,0,95.26,-0.03,0.63,1.17,0.5,249.461627,225.678492,226.490474,230.797029,236.4907985,3.835319466,NA,NA,NA,NA,NA,NA,0.31624222,0.11895622,0.15633122,0.37720322,0.38290522,0.29889422,0.32865622,0.6517222
sa19604.10-step0,sa19604.10,UVStab,0.005,FreezeThaw,0,0,0,0,95.28,-0.03,0.62,1.14,0.7,234.214872,215.6712,216.84646,219.456858,224.4962397,3.598816328,NA,NA,NA,NA,NA,NA,0.340328,0.126695,0.165326,0.402606,0.403862,0.311384,0.341872,0.681466
sa19604.11-step0,sa19604.11,UVStab,0.005,FreezeThaw,0,0,0,0,95.24,-0.03,0.64,1.19,0.6,247.577938,225.439605,225.789937,229.629334,235.1665343,3.767196452,NA,NA,NA,NA,NA,NA,0.31387446,0.11718646,0.15507846,0.37805346,0.38186546,0.29781346,0.32659446,0.6493135
sa19604.12-step0,sa19604.12,UVStab,0.005,FreezeThaw,0,0,0,0,95.27,-0.03,0.62,1.14,0.6,223.760456,209.309978,210.110635,212.319058,217.4617709,3.37114566,NA,NA,NA,NA,NA,NA,0.25605832,0.10172132,0.13312332,0.31129032,0.31900032,0.25755932,0.28325332,0.5454713
sa19604.13-step0,sa19604.13,UVStab,0.005,FreezeThaw,0,0,0,0,95.23,-0.03,0.63,1.18,0.4,232.777549,215.026475,215.975,218.587066,223.8110076,3.557092963,NA,NA,NA,NA,NA,NA,0.24927822,0.09848422,0.12861422,0.31159123,0.32039422,0.26065322,0.28292923,0.5679122
sa19604.14-step0,sa19604.14,UVStab,0.005,FreezeThaw,0,0,0,0,95.24,-0.03,0.64,1.17,0.5,243.957317,222.12373,222.916591,227.461207,232.5820801,3.830751515,NA,NA,NA,NA,NA,NA,0.5649007,0.1727277,0.2256327,0.6311407,0.5992117,0.4079987,0.4421597,0.9067837
sa19604.15-step0,sa19604.15,UVStab,0.005,HotQUV,0,0,1.55,0,95.22,-0.03,0.63,1.16,0.7,248.708924,224.597701,226.904234,229.643234,235.3198376,3.790221775,NA,NA,NA,NA,NA,NA,0.47965447,0.15728347,0.20588447,0.54901247,0.53344347,0.37798747,0.41365747,0.8433145
sa19604.16-step0,sa19604.16,UVStab,0.005,HotQUV,0,0,1.55,0,95.21,-0.04,0.66,1.22,0.6,247.626011,224.823587,226.250736,229.32481,234.8977491,3.764273281,NA,NA,NA,NA,NA,NA,0.45035835,0.15110235,0.19486036,0.51443136,0.50350635,0.35936535,0.38734736,0.7603924
sa19604.17-step0,sa19604.17,UVStab,0.005,HotQUV,0,0,1.55,0,95.21,-0.02,0.65,1.22,0.4,246.359661,224.312547,225.372604,228.257492,233.8827641,3.741645934,NA,NA,NA,NA,NA,NA,0.4590003,0.1541203,0.1975893,0.5168683,0.5030563,0.3588503,0.3881953,0.7616653
sa19604.18-step0,sa19604.18,UVStab,0.005,HotQUV,0,0,1.55,0,95.22,-0.03,0.63,1.17,0.5,246.297905,223.828527,225.382444,229.466793,234.4332187,3.894919065,NA,NA,NA,NA,NA,NA,0.44563846,0.15301546,0.20079146,0.50115946,0.48409246,0.34829146,0.38036146,0.7251815
sa19604.19-step0,sa19604.19,UVStab,0.005,HotQUV,0,0,1.55,0,95.2,-0.03,0.64,1.18,0.7,254.313544,229.417065,230.870465,235.216836,240.6473195,3.988765654,NA,NA,NA,NA,NA,NA,0.38136179,0.13755579,0.17482379,0.44535979,0.44325879,0.32704579,0.35025979,0.6863568
sa19604.20-step0,sa19604.20,UVStab,0.005,HotQUV,0,0,1.55,0,95.22,-0.02,0.63,1.17,0.5,243.56865,222.225705,223.643866,227.614727,232.6918749,3.85978947,NA,NA,NA,NA,NA,NA,0.37443653,0.13502653,0.17609853,0.43253153,0.42710153,0.31854253,0.35080953,0.6750905
sa19604.21-step0,sa19604.21,UVStab,0.005,HotQUV,0,0,1.55,0,95.17,-0.03,0.65,1.21,0.5,252.639797,228.495004,230.25141,234.039833,239.7745631,3.912689507,NA,NA,NA,NA,NA,NA,0.36658895,0.13321495,0.17518595,0.42378795,0.41814795,0.31443395,0.34543395,0.6624989
sa19604.22-step0,sa19604.22,UVStab,0.005,CyclicQUV,0,0,1.55,0,95.25,-0.03,0.62,1.15,0.5,252.803732,228.441216,230.280473,233.788754,239.3601911,3.919382531,NA,NA,NA,NA,NA,NA,0.34812739,0.12870239,0.16622339,0.40718339,0.40764139,0.30780839,0.33471239,0.6505734
sa19604.23-step0,sa19604.23,UVStab,0.005,CyclicQUV,0,0,1.55,0,95.15,-0.04,0.67,1.24,0.5,254.395441,229.972867,231.020455,235.023288,240.8822102,3.99043101,NA,NA,NA,NA,NA,NA,0.52474453,0.17125153,0.22387153,0.58505953,0.55668953,0.38897853,0.42419253,0.8325085
sa19604.24-step0,sa19604.24,UVStab,0.005,CyclicQUV,0,0,1.55,0,95.24,-0.03,0.63,1.16,0.5,251.85153,228.147144,229.749436,232.368751,238.0348396,3.815991794,NA,NA,NA,NA,NA,NA,0.47849333,0.16078933,0.20781433,0.54391033,0.52648933,0.37436233,0.40663633,0.8186523
sa19604.25-step0,sa19604.25,UVStab,0.005,CyclicQUV,0,0,1.55,0,95.19,-0.03,0.62,1.16,0.5,254.211422,229.698034,230.868717,235.336967,241.3210831,3.913698335,NA,NA,NA,NA,NA,NA,0.43781605,0.15047205,0.19512005,0.50438005,0.49322305,0.35760105,0.38801805,0.7818001
sa19604.26-step0,sa19604.26,UVStab,0.005,CyclicQUV,0,0,1.55,0,95.27,-0.03,0.6,1.1,0.6,251.519613,227.212052,228.490691,232.128124,238.1731075,3.751216512,NA,NA,NA,NA,NA,NA,0.36102375,0.13344475,0.17357375,0.42134675,0.41956475,0.31771775,0.34705975,0.6842217
sa19604.27-step0,sa19604.27,UVStab,0.005,CyclicQUV,0,0,1.55,0,95.25,-0.05,0.62,1.14,0.4,246.974928,224.832493,225.283843,228.664023,234.3600335,3.62428293,NA,NA,NA,NA,NA,NA,0.35717447,0.13279647,0.17247847,0.41859847,0.41748947,0.31636347,0.34401947,0.6739275
sa19604.28-step0,sa19604.28,UVStab,0.005,CyclicQUV,0,0,1.55,0,95.28,-0.02,0.6,1.12,0.6,247.532667,225.112427,226.031745,229.484499,235.4782471,3.614510089,NA,NA,NA,NA,NA,NA,0.36631851,0.13567351,0.17735651,0.42747951,0.42300151,0.31990751,0.34955151,0.6785325
sa19604.29-step0,sa19604.29,UVStab,0.005,Baseline,0,0,NA,NA,95.19,-0.02,0.66,1.23,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sa19604.01-step1,sa19604.01,UVStab,0.005,DampHeat,168,1,0,0,95.02,0.01,0.65,1.24,4.8,205.342243,183.356855,185.065518,188.204763,193.4821347,3.132455278,NA,NA,NA,NA,NA,NA,0.23647374,0.09472174,0.12540374,0.29490274,0.30377274,0.24874574,0.27482274,0.5511067
sa19604.02-step1,sa19604.02,UVStab,0.005,DampHeat,168,1,0,0,95.07,0.01,0.63,1.21,4.2,205.449699,183.420216,185.47201,189.635454,193.8805568,3.457748385,NA,NA,NA,NA,NA,NA,0.24314219,0.09622819,0.12882519,0.29861919,0.30450319,0.24565019,0.27258419,0.5276672
sa19604.03-step1,sa19604.03,UVStab,0.005,DampHeat,168,1,0,0,95.12,0.01,0.66,1.26,4.2,215.101532,191.922311,193.667988,197.463778,202.8022565,3.480888099,NA,NA,NA,NA,NA,NA,0.13633151,0.06046551,0.07977252,0.17467852,0.19031551,0.17040352,0.18610451,0.3588625
sa19604.04-step1,sa19604.04,UVStab,0.005,DampHeat,168,1,0,0,95.06,0.01,0.65,1.24,4.3,209.942068,188.275577,189.759054,193.364968,198.8170046,3.334278173,NA,NA,NA,NA,NA,NA,0.15079525,0.06372125,0.08405125,0.19236825,0.20800925,0.18555225,0.20228025,0.4044263
sa19604.05-step1,sa19604.05,UVStab,0.005,DampHeat,168,1,0,0,95.11,0.03,0.62,1.2,4.1,208.868162,187.453167,188.655857,192.276899,197.3440571,3.289787921,NA,NA,NA,NA,NA,NA,0.15147356,0.06426856,0.08624056,0.19843456,0.21583756,0.19286356,0.20987756,0.4217346
sa19604.06-step1,sa19604.06,UVStab,0.005,DampHeat,168,1,0,0,95.08,0.01,0.65,1.24,4.5,203.389688,181.25704,182.481201,186.280305,191.1777927,3.27408666,NA,NA,NA,NA,NA,NA,0.13348736,0.05861236,0.07640636,0.17421536,0.19006736,0.17127336,0.18628036,0.3695724
sa19604.07-step1,sa19604.07,UVStab,0.005,DampHeat,168,1,0,0,95.05,0.01,0.66,1.26,4.4,206.088152,184.464124,185.683802,189.848044,194.7397617,3.520782063,NA,NA,NA,NA,NA,NA,0.11176709,0.05026109,0.06481209,0.14573709,0.16131109,0.14873209,0.16123409,0.3116431
sa19604.08-step1,sa19604.08,UVStab,0.005,FreezeThaw,168,1,0,0,95.14,-0.01,0.57,1.06,1.7,228.718364,206.521618,207.49067,211.057388,216.7639606,3.724777039,NA,NA,NA,NA,NA,NA,0.32456571,0.11979871,0.15904071,0.38645771,0.38647171,0.29918571,0.32605171,0.6484777
sa19604.09-step1,sa19604.09,UVStab,0.005,FreezeThaw,168,1,0,0,95.18,0.01,0.6,1.14,1.8,217.245564,200.225314,200.884708,205.48757,210.8128395,3.578128282,NA,NA,NA,NA,NA,NA,0.23084508,0.09184808,0.12161908,0.27752708,0.28455808,0.23223408,0.25212408,0.4812931
sa19604.10-step1,sa19604.10,UVStab,0.005,FreezeThaw,168,1,0,0,95.29,0.01,0.51,0.96,1.6,220.031676,202.341328,204.008517,207.688031,213.2318113,3.45446815,NA,NA,NA,NA,NA,NA,0.23448836,0.09456536,0.12310936,0.28542636,0.29390736,0.23911736,0.26051436,0.5044794
sa19604.11-step1,sa19604.11,UVStab,0.005,FreezeThaw,168,1,0,0,95.25,-0.02,0.57,1.05,1.8,213.149386,198.414212,199.447542,203.622824,209.3245086,3.570642568,NA,NA,NA,NA,NA,NA,0.30285121,0.11346421,0.14937221,0.35990321,0.36085621,0.28342221,0.30869021,0.6048182
sa19604.12-step1,sa19604.12,UVStab,0.005,FreezeThaw,168,1,0,0,95.24,0,0.56,1.05,1.2,209.873402,195.01158,195.861256,202.177918,207.1552153,3.596935653,NA,NA,NA,NA,NA,NA,0.23964929,0.09576929,0.12649529,0.28701429,0.29178229,0.23457829,0.25735729,0.4824783
sa19604.13-step1,sa19604.13,UVStab,0.005,FreezeThaw,168,1,0,0,95.21,-0.02,0.57,1.06,1.7,-7.219697,-7.158786,-7.210177,-7.629628,-7.7974405,-0.490985457,NA,NA,NA,NA,NA,NA,0.26473993,0.10271294,0.13568694,0.31666893,0.32159593,0.25606194,0.28068994,0.5361559
sa19604.14-step1,sa19604.14,UVStab,0.005,FreezeThaw,168,1,0,0,95.26,-0.02,0.57,1.06,1.8,216.220267,199.595912,201.121457,204.351003,210.1826267,3.362017872,NA,NA,NA,NA,NA,NA,0.19481822,0.08129222,0.10606422,0.24270422,0.25349722,0.21238522,0.23129622,0.4476882
sa19604.15-step1,sa19604.15,UVStab,0.005,HotQUV,168,1,1.55,36.6828,95.24,-0.1,0.75,1.34,5.8,144.213025,159.713367,163.814763,169.394354,184.0594688,4.972140594,-2.848634772,-1.7687945,-1.7198652,-1.6424286,-1.3973952,0.03221997,0.38332596,0.13274496,0.17369296,0.41192096,0.39410896,0.30598996,0.33858396,0.627169
sa19604.16-step1,sa19604.16,UVStab,0.005,HotQUV,168,1,1.55,36.6828,95.28,-0.1,0.75,1.34,1.4,146.007082,160.588285,164.474699,169.665441,182.3836535,4.869618324,-2.770206451,-1.7511014,-1.68406,-1.6263581,-1.43157271,0.03013252,0.48984696,0.16242496,0.20944196,0.56194396,0.52059196,0.37987796,0.42126096,0.835294
sa19604.17-step1,sa19604.17,UVStab,0.005,HotQUV,168,1,1.55,36.6828,95.24,-0.12,0.75,1.33,1.3,138.398552,153.145314,156.894207,161.22818,174.514747,4.742429833,-2.943098921,-1.9400709,-1.8667712,-1.8272682,-1.61841564,0.0272821,0.40731517,0.14080117,0.18357117,0.45097717,0.43025617,0.33195617,0.36648617,0.7137372
sa19604.18-step1,sa19604.18,UVStab,0.005,HotQUV,168,1,1.55,36.6828,95.29,-0.12,0.71,1.25,2.4,145.843152,160.047392,164.187375,170.098702,184.4291722,5.409198775,-2.738470152,-1.7387205,-1.6682224,-1.6184177,-1.36314694,0.04128037,0.42770372,0.14557972,0.19482472,0.48542072,0.45974272,0.34897572,0.38930472,0.7664167
sa19604.19-step1,sa19604.19,UVStab,0.005,HotQUV,168,1,1.55,36.6828,95.26,-0.1,0.69,1.23,1.5,143.620861,157.791698,162.250913,167.591155,180.8974629,5.045021121,-3.017563621,-1.95256,-1.8706193,-1.8435256,-1.62882486,0.0287943,0.48617374,0.16410574,0.21497874,0.54389974,0.50277874,0.37287774,0.41355174,0.8028537
sa19604.20-step1,sa19604.20,UVStab,0.005,HotQUV,168,1,1.55,36.6828,95.31,-0.11,0.76,1.36,3.4,138.947966,153.365126,157.418194,162.999454,176.2156748,5.01995784,-2.852036478,-1.8771898,-1.8053603,-1.7614597,-1.53958259,0.03162704,0.17842166,0.07110166,0.09008166,0.18954666,0.19699566,0.17200166,0.19046566,0.3459607
sa19604.21-step1,sa19604.21,UVStab,0.005,HotQUV,168,1,1.55,36.6828,95.21,-0.1,0.79,1.42,3.1,145.283992,160.112459,163.821442,169.795246,183.6603354,4.964869045,-2.92659788,-1.8641583,-1.8109296,-1.7513545,-1.52971495,0.02868318,0.23737549,0.08837349,0.11530049,0.25643449,0.26301049,0.22382949,0.24774549,0.4768895
sa19604.22-step1,sa19604.22,UVStab,0.005,CyclicQUV,168,1,1.55,24.4552,95.25,-0.08,0.62,1.1,1.3,156.647492,173.729265,177.332854,184.955585,199.2782715,4.521980321,-2.621289564,-1.4914879,-1.4433909,-1.331228,-1.09266249,0.01642726,0.3368973,0.1241713,0.1659203,0.3951213,0.38446031,0.3021723,0.33868231,0.6673123
sa19604.23-step1,sa19604.23,UVStab,0.005,CyclicQUV,168,1,1.55,24.4552,95.15,-0.06,0.62,1.13,1.7,167.176447,183.861456,187.381909,193.835006,210.0220304,4.527626591,-2.377653669,-1.2570308,-1.1896187,-1.1228227,-0.84127111,0.01464434,0.45285065,0.15651765,0.21172965,0.51391165,0.47905365,0.35707165,0.40303665,0.7756026
sa19604.24-step1,sa19604.24,UVStab,0.005,CyclicQUV,168,1,1.55,24.4552,95.23,-0.06,0.63,1.15,1.3,158.405954,176.577765,180.345708,187.423343,203.3275785,4.762958313,-2.547394858,-1.4058191,-1.3467818,-1.2252447,-0.94614536,0.025815,0.40374769,0.14394969,0.19566669,0.46705069,0.44197769,0.33885469,0.38314369,0.7559407
sa19604.25-step1,sa19604.25,UVStab,0.005,CyclicQUV,168,1,1.55,24.4552,95.11,-0.08,0.66,1.19,4,158.161273,173.993077,179.104223,180.253019,194.3044688,4.29936957,-2.618397426,-1.5185579,-1.411138,-1.5016288,-1.28170735,0.01051368,0.35634111,0.12901311,0.17559211,0.40648311,0.39376211,0.30971511,0.34888111,0.6756711
sa19604.26-step1,sa19604.26,UVStab,0.005,CyclicQUV,168,1,1.55,24.4552,95.16,-0.06,0.64,1.16,1.5,167.337166,183.930193,187.809705,194.00308,210.787772,4.841180647,-2.294875159,-1.1798952,-1.1089935,-1.0393166,-0.74654431,0.02971322,0.43202173,0.14965673,0.20606673,0.49354973,0.46154173,0.34660973,0.39364273,0.7625707
sa19604.27-step1,sa19604.27,UVStab,0.005,CyclicQUV,168,1,1.55,24.4552,95.22,-0.09,0.64,1.15,1.5,160.472485,176.85723,181.169876,187.354121,203.4469574,4.690496576,-2.358119939,-1.3078408,-1.2025791,-1.1261382,-0.8427131,0.02906577,0.38289809,0.13759909,0.18827809,0.43558509,0.41415709,0.31895809,0.36107109,0.6969071
sa19604.28-step1,sa19604.28,UVStab,0.005,CyclicQUV,168,1,1.55,24.4552,95.23,-0.07,0.64,1.15,1,170.736516,187.163806,191.175878,197.797049,215.1888256,4.734450978,-2.093519325,-1.0345072,-0.9501965,-0.8638231,-0.55310449,0.03053041,0.45540985,0.15923685,0.21551885,0.51484285,0.47750985,0.35673285,0.40323285,0.7623808
sa19604.02-step2,sa19604.02,UVStab,0.005,DampHeat,336,2,0,0,95.13,0,0.6,1.13,3.1,211.706567,179.293823,181.936598,185.299301,181.7278264,2.746051359,NA,NA,NA,NA,NA,NA,0.17718927,0.07443827,0.09926627,0.22624027,0.23736227,0.20202627,0.22759127,0.4444523
sa19604.03-step2,sa19604.03,UVStab,0.005,DampHeat,336,2,0,0,95.03,0.01,0.67,1.27,4.9,204.952416,174.675092,177.189431,180.741021,179.0059774,3.118353955,NA,NA,NA,NA,NA,NA,0.17183828,0.07177128,0.09535828,0.21382528,0.22228428,0.18633428,0.21072428,0.3902123
sa19604.04-step2,sa19604.04,UVStab,0.005,DampHeat,336,2,0,0,95.11,0.03,0.62,1.19,4.3,189.336043,164.78129,167.564148,170.366627,169.3110166,2.825502195,NA,NA,NA,NA,NA,NA,0.16495203,0.06939303,0.09286803,0.21176203,0.22234503,0.18960403,0.21559603,0.417787
sa19604.05-step2,sa19604.05,UVStab,0.005,DampHeat,336,2,0,0,95.01,0.02,0.68,1.31,5.7,188.410163,163.255584,165.408778,168.102956,166.8930413,2.73569833,NA,NA,NA,NA,NA,NA,0.14823705,0.06314405,0.08374005,0.19054605,0.20214605,0.17455405,0.19720605,0.3847711
sa19604.06-step2,sa19604.06,UVStab,0.005,DampHeat,336,2,0,0,95.03,0.02,0.65,1.24,5.2,199.731833,168.436415,170.977802,174.165732,172.4157997,2.94113991,NA,NA,NA,NA,NA,NA,0.16020075,0.06534575,0.08777775,0.20278075,0.21445075,0.18387275,0.20756375,0.4017968
sa19604.07-step2,sa19604.07,UVStab,0.005,DampHeat,336,2,0,0,95.03,0.01,0.65,1.23,5.7,201.268409,170.886622,173.248897,177.18433,175.384782,3.18268215,NA,NA,NA,NA,NA,NA,0.12974409,0.05383609,0.07206709,0.16452909,0.17630609,0.15564209,0.17681609,0.3457071
sa19604.09-step2,sa19604.09,UVStab,0.005,FreezeThaw,336,2,0,0,95.15,0.01,0.62,1.18,2.3,224.270961,201.697585,203.390858,207.057735,212.5659197,3.43827292,NA,NA,NA,NA,NA,NA,0.21005787,0.08537487,0.11184287,0.26339187,0.27318687,0.22721387,0.24806787,0.4994329
sa19604.10-step2,sa19604.10,UVStab,0.005,FreezeThaw,336,2,0,0,95.33,-0.01,0.53,1,1.9,216.572279,198.120111,199.201483,203.319615,208.5950794,3.382145841,NA,NA,NA,NA,NA,NA,0.21902775,0.09054575,0.11751375,0.27112375,0.28156075,0.23323275,0.25534075,0.4980688
sa19604.11-step2,sa19604.11,UVStab,0.005,FreezeThaw,336,2,0,0,95.17,-0.01,0.61,1.14,2.8,222.182896,203.307822,204.536393,208.634856,214.1924404,3.425639005,NA,NA,NA,NA,NA,NA,0.15380557,0.06956956,0.08810756,0.19134756,0.20116057,0.17053456,0.18696957,0.3414936
sa19604.12-step2,sa19604.12,UVStab,0.005,FreezeThaw,336,2,0,0,95.2,-0.01,0.58,1.09,1.7,230.341354,205.956617,207.786813,211.389676,217.1300798,3.701890769,NA,NA,NA,NA,NA,NA,0.18704245,0.08023345,0.10451046,0.23810245,0.24962845,0.21084146,0.23172245,0.4538245
sa19604.13-step2,sa19604.13,UVStab,0.005,FreezeThaw,336,2,0,0,95.18,0,0.57,1.07,1.9,218.919852,200.034692,200.979402,204.112103,209.6683047,3.473638739,NA,NA,NA,NA,NA,NA,0.14405358,0.06410658,0.08314158,0.18660658,0.19892058,0.17156458,0.18857858,0.3588466
sa19604.14-step2,sa19604.14,UVStab,0.005,FreezeThaw,336,2,0,0,95.22,0,0.57,1.08,1.7,224.276574,203.924044,204.937323,209.056766,215.0966244,3.412166416,NA,NA,NA,NA,NA,NA,0.12960373,0.05769873,0.07466073,0.16437973,0.17681673,0.15346173,0.17164773,0.3276587
sa19604.16-step2,sa19604.16,UVStab,0.005,HotQUV,336,2,1.55,73.3656,95.49,-0.26,1.06,1.81,2.4,152.601508,145.43101,151.82585,159.110264,178.3903045,7.310549526,-1.295218776,-1.0821499,-1.0144385,-0.95705,-0.77021717,0.04833704,0.28979095,0.11262495,0.14592495,0.31893795,0.31647095,0.26886395,0.29995595,0.552186
sa19604.17-step2,sa19604.17,UVStab,0.005,HotQUV,336,2,1.55,73.3656,95.24,-0.26,1.2,2.07,1.4,163.14881,150.792195,157.513716,164.915456,184.8334568,8.089003153,-1.134194379,-1.0021093,-0.9249415,-0.8633752,-0.66856002,0.05925607,0.27495146,0.10512546,0.13439445,0.29150546,0.29317045,0.25324445,0.28054946,0.5213005
sa19604.18-step2,sa19604.18,UVStab,0.005,HotQUV,336,2,1.55,73.3656,95.23,-0.25,1.2,2.09,4.3,163.465974,150.69395,157.282075,165.56358,185.6926171,8.083866298,-1.129029559,-0.9968511,-0.928233,-0.8710242,-0.66435225,0.05709688,0.16040713,0.06913013,0.08755113,0.17698413,0.18568113,0.16819113,0.18905513,0.3365641
sa19604.19-step2,sa19604.19,UVStab,0.005,HotQUV,336,2,1.55,73.3656,95.33,-0.26,1.16,2,1.4,159.67784,148.789168,155.697096,163.730491,183.6856011,7.793686882,-1.289919311,-1.0989878,-1.0246406,-0.9743851,-0.77640909,0.05186247,0.15172582,0.06502782,0.08186482,0.16719182,0.17572982,0.16053882,0.18037682,0.3293128
sa19604.20-step2,sa19604.20,UVStab,0.005,HotQUV,336,2,1.55,73.3656,95.36,-0.25,1.13,1.95,3.2,158.695371,148.135491,155.119033,162.760885,182.7162933,7.798819657,-1.156853874,-1.0098768,-0.9340186,-0.8839816,-0.68118548,0.05369042,0.14739278,0.06176278,0.07818278,0.15736178,0.16579978,0.15201878,0.17114778,0.3081028
sa19604.21-step2,sa19604.21,UVStab,0.005,HotQUV,336,2,1.55,73.3656,95.22,-0.23,1.14,1.99,2.8,149.788545,143.818842,150.770258,158.434378,177.4647462,7.446098628,-1.40190023,-1.1541671,-1.0833572,-1.0305301,-0.84930563,0.04816166,0.17999611,0.07489111,0.09606011,0.20612911,0.21594511,0.19290811,0.21605211,0.4022241
sa19604.23-step2,sa19604.23,UVStab,0.005,CyclicQUV,336,2,1.55,48.9104,95.44,-0.17,0.88,1.53,2.2,137.285684,138.976966,144.941257,151.742302,169.6120721,5.809131144,-1.596248889,-1.2403075,-1.173291,-1.1351503,-0.97143809,0.02478955,0.29835652,0.11026652,0.15507152,0.33075852,0.32038052,0.26692252,0.30604252,0.5597525
sa19604.24-step2,sa19604.24,UVStab,0.005,CyclicQUV,336,2,1.55,48.9104,95.32,-0.17,0.91,1.6,2.3,167.757435,163.535507,171.571584,180.277045,206.6506582,6.382178012,-1.146233311,-0.8806803,-0.7929854,-0.710029,-0.42777789,0.03497806,0.21434631,0.08823031,0.12080931,0.24130431,0.24231331,0.21163831,0.24254531,0.4368443
sa19604.25-step2,sa19604.25,UVStab,0.005,CyclicQUV,336,2,1.55,48.9104,95.16,-0.15,0.99,1.76,4.9,146.753729,146.288396,152.209855,158.99756,177.2309073,6.347531307,-1.464687712,-1.1369039,-1.0721491,-1.0405341,-0.87357257,0.03317403,0.20972182,0.08504082,0.11597382,0.23003882,0.22947482,0.19898282,0.22909782,0.4027178
sa19604.26-step2,sa19604.26,UVStab,0.005,CyclicQUV,336,2,1.55,48.9104,95.27,-0.16,0.94,1.65,2,141.062222,142.323409,148.822628,154.887257,172.7516156,5.958732569,-1.505574693,-1.1570633,-1.0859049,-1.0528213,-0.8917189,0.03008925,0.23702874,0.09503874,0.13071774,0.26657274,0.26512674,0.22828574,0.26192874,0.4733307
sa19604.27-step2,sa19604.27,UVStab,0.005,CyclicQUV,336,2,1.55,48.9104,95.23,-0.17,0.95,1.67,3.4,134.918187,137.688432,143.74114,150.016532,167.1439266,5.756503817,-1.527374422,-1.1878055,-1.1114569,-1.0719941,-0.91618016,0.02906295,0.27379945,0.10142045,0.13954045,0.29532945,0.28889345,0.24409745,0.27877745,0.5054734
