Rowkey,Sample,Material,Thick,Exposure,Time,Step,Irrad,Pdose,L,a,b,YI,Haze,abs300,abs335,abs345,abs350,abs370,abs400,iad300,iad335,iad345,iad350,iad370,iad400,ftir1716,ftir1409,ftir1341,ftir1251,ftir1093,ftir1017,ftir872,ftir714
sa19601.00-step0,sa19601.00,HydStab,0.0125,Baseline,0,0,NA,NA,94.82,0,0.79,1.5,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58537875,0.18642375,0.20951175,0.62066175,0.58200875,0.39059075,0.40854475,0.8713277
sa19601.01-step0,sa19601.01,HydStab,0.0125,DampHeat,0,0,0,0,95.1,0,0.75,1.42,0.8,71.64737,4.617307,3.333822,3.102395,1.4553907,0.302273804,NA,NA,NA,NA,NA,NA,0.62239082,0.18862682,0.21563882,0.66253482,0.61872582,0.40773782,0.42904382,0.9332078
sa19601.02-step0,sa19601.02,HydStab,0.0125,DampHeat,0,0,0,0,95.1,0,0.73,1.39,1,95.424887,5.440763,4.061444,3.758074,2.0220047,0.647733868,NA,NA,NA,NA,NA,NA,0.60445766,0.18760166,0.21219166,0.64348366,0.60185266,0.39883366,0.41809466,0.9025477
sa19601.03-step0,sa19601.03,HydStab,0.0125,DampHeat,0,0,0,0,95.12,0,0.73,1.38,1.4,91.243338,5.501046,4.118899,3.738013,2.0238721,0.684926709,NA,NA,NA,NA,NA,NA,0.48058365,0.16385164,0.18531565,0.52186564,0.50328765,0.35297864,0.36960164,0.7928086
sa19601.04-step0,sa19601.04,HydStab,0.0125,DampHeat,0,0,0,0,95.09,0,0.74,1.4,0.9,71.741428,4.595147,3.442625,3.088704,1.4725093,0.31175876,NA,NA,NA,NA,NA,NA,0.44832609,0.15646709,0.17670809,0.49143209,0.47709209,0.34150009,0.35767909,0.7703331
sa19601.05-step0,sa19601.05,HydStab,0.0125,DampHeat,0,0,0,0,95.1,0.01,0.75,1.44,0.9,70.539527,4.631772,3.396192,3.122447,1.50409,0.351974928,NA,NA,NA,NA,NA,NA,0.56205006,0.18104406,0.20400306,0.60789806,0.57168006,0.38444106,0.40701906,0.8938311
sa19601.06-step0,sa19601.06,HydStab,0.0125,DampHeat,0,0,0,0,95.08,0.01,0.74,1.42,1.2,71.727657,4.706073,3.483895,3.214951,1.5451512,0.380308835,NA,NA,NA,NA,NA,NA,0.48265451,0.16415351,0.18538451,0.52986351,0.50921151,0.35684551,0.37724651,0.8087385
sa19601.07-step0,sa19601.07,HydStab,0.0125,DampHeat,0,0,0,0,95.07,0.01,0.76,1.44,1.3,80.684934,5.145293,3.886997,3.527443,1.8459808,0.547676018,NA,NA,NA,NA,NA,NA,0.49573309,0.16751609,0.18925709,0.54107709,0.51859409,0.36140009,0.38179809,0.8164141
sa19601.08-step0,sa19601.08,HydStab,0.0125,FreezeThaw,0,0,0,0,95.02,0.02,0.74,1.42,2.4,72.679415,4.688022,3.544215,3.259361,1.602099,0.415144914,NA,NA,NA,NA,NA,NA,0.479442,0.163258,0.183104,0.529046,0.509337,0.355898,0.376693,0.834351
sa19601.09-step0,sa19601.09,HydStab,0.0125,FreezeThaw,0,0,0,0,95.1,0,0.74,1.4,1.8,72.470623,4.720319,3.419785,3.228639,1.6377955,0.429550077,NA,NA,NA,NA,NA,NA,0.73163864,0.20812464,0.23615764,0.75679564,0.68358264,0.43260064,0.45501164,0.9915086
sa19601.10-step0,sa19601.10,HydStab,0.0125,FreezeThaw,0,0,0,0,95.04,0,0.76,1.43,1,71.507674,4.758508,3.441569,3.238633,1.5789524,0.401874684,NA,NA,NA,NA,NA,NA,0.62814629,0.19427629,0.21862029,0.65786229,0.60969129,0.40213429,0.42206329,0.9027743
sa19601.11-step0,sa19601.11,HydStab,0.0125,FreezeThaw,0,0,0,0,95.03,0,0.76,1.44,0.9,71.34228,4.635873,3.408021,3.113384,1.5349398,0.337487113,NA,NA,NA,NA,NA,NA,0.6920935,0.2018435,0.2281895,0.7262845,0.6634575,0.4249155,0.4476275,0.9771395
sa19601.12-step0,sa19601.12,HydStab,0.0125,FreezeThaw,0,0,0,0,95.05,0,0.76,1.44,0.9,70.667996,4.518353,3.366924,3.020462,1.4249884,0.292041329,NA,NA,NA,NA,NA,NA,0.44448352,0.15870552,0.17898452,0.49119652,0.47979352,0.34765452,0.36385252,0.7632415
sa19601.13-step0,sa19601.13,HydStab,0.0125,FreezeThaw,0,0,0,0,95.06,-0.01,0.77,1.45,1.2,71.057797,4.632156,3.296646,3.125113,1.4763488,0.335293318,NA,NA,NA,NA,NA,NA,0.57192765,0.18211365,0.20477065,0.61732265,0.57764465,0.38831065,0.40934965,0.8985316
sa19601.14-step0,sa19601.14,HydStab,0.0125,FreezeThaw,0,0,0,0,95.07,0,0.76,1.45,1.8,76.282777,4.85486,3.543786,3.253818,1.6345569,0.438762859,NA,NA,NA,NA,NA,NA,0.43772955,0.15391555,0.17264455,0.48955955,0.47627155,0.34121155,0.35974955,0.7918445
sa19601.15-step0,sa19601.15,HydStab,0.0125,HotQUV,0,0,1.55,0,95.09,0.01,0.75,1.43,1,77.264033,4.896263,3.607224,3.324121,1.6937505,0.462790634,NA,NA,NA,NA,NA,NA,0.41238099,0.14273699,0.15845799,0.47344899,0.46151899,0.33271699,0.35513699,0.810937
sa19601.16-step0,sa19601.16,HydStab,0.0125,HotQUV,0,0,1.55,0,95.05,0,0.77,1.45,0.9,71.002155,4.630132,3.473625,3.130286,1.4941865,0.342797547,NA,NA,NA,NA,NA,NA,0.72873158,0.20985258,0.23548358,0.75775058,0.68379658,0.43121158,0.45397758,0.9911486
sa19601.17-step0,sa19601.17,HydStab,0.0125,HotQUV,0,0,1.55,0,95.08,0.01,0.75,1.42,0.9,70.103509,4.55561,3.396131,3.134033,1.4685348,0.321083098,NA,NA,NA,NA,NA,NA,0.6156978,0.1843738,0.2084998,0.6641708,0.6133378,0.4002598,0.4256768,0.9618058
sa19601.18-step0,sa19601.18,HydStab,0.0125,HotQUV,0,0,1.55,0,95.08,0.01,0.74,1.41,1.8,71.729855,4.616924,3.397138,3.152396,1.5421142,0.38776754,NA,NA,NA,NA,NA,NA,0.73534054,0.21019054,0.23695354,0.76139754,0.68728054,0.43457754,0.45660554,0.9955555
sa19601.19-step0,sa19601.19,HydStab,0.0125,HotQUV,0,0,1.55,0,95.04,0,0.75,1.42,1.7,84.246237,5.251263,3.889701,3.640114,1.9596958,0.631971577,NA,NA,NA,NA,NA,NA,0.69186633,0.20653933,0.23136533,0.72308033,0.65924533,0.42211533,0.44313133,0.9673693
sa19601.20-step0,sa19601.20,HydStab,0.0125,HotQUV,0,0,1.55,0,95.04,0.01,0.76,1.44,1,70.842923,4.588885,3.489742,3.14777,1.5100224,0.338504656,NA,NA,NA,NA,NA,NA,0.64199648,0.19404348,0.21901948,0.68210548,0.62979248,0.41147548,0.43371948,0.9521845
sa19601.21-step0,sa19601.21,HydStab,0.0125,HotQUV,0,0,1.55,0,95.06,0.01,0.76,1.46,0.8,71.114468,4.619662,3.427394,3.111926,1.490963,0.333892728,NA,NA,NA,NA,NA,NA,0.61091799,0.18987699,0.21289499,0.64911099,0.60186799,0.39795499,0.42055799,0.915593
sa19601.22-step0,sa19601.22,HydStab,0.0125,CyclicQUV,0,0,1.55,0,95.05,0.01,0.75,1.43,1,70.851899,4.708873,3.410204,3.173921,1.5349286,0.357388072,NA,NA,NA,NA,NA,NA,0.62288288,0.19214488,0.21694289,0.66524589,0.61724988,0.40569089,0.42725888,0.9332949
sa19601.23-step0,sa19601.23,HydStab,0.0125,CyclicQUV,0,0,1.55,0,95.02,0,0.77,1.46,1.1,70.239865,4.65425,3.34754,3.148248,1.4846858,0.333519092,NA,NA,NA,NA,NA,NA,0.66342473,0.19718973,0.22418673,0.69763273,0.64312173,0.41847773,0.43941573,0.9465187
sa19601.24-step0,sa19601.24,HydStab,0.0125,CyclicQUV,0,0,1.55,0,95.09,0,0.75,1.42,1,70.817215,4.442809,3.309878,3.001367,1.4565365,0.344590465,NA,NA,NA,NA,NA,NA,0.56515239,0.18228439,0.20563639,0.61044139,0.57542339,0.38951739,0.40855739,0.8926194
sa19601.25-step0,sa19601.25,HydStab,0.0125,CyclicQUV,0,0,1.55,0,95.05,0,0.77,1.45,1,83.229039,5.166854,3.893475,3.622444,1.9202594,0.602174878,NA,NA,NA,NA,NA,NA,0.3768699,0.1357879,0.1529829,0.4320359,0.4265009,0.3149219,0.3320509,0.7573799
sa19601.26-step0,sa19601.26,HydStab,0.0125,CyclicQUV,0,0,1.55,0,95.07,0,0.76,1.45,0.8,70.641496,4.627018,3.436993,3.172793,1.5302212,0.348691241,NA,NA,NA,NA,NA,NA,0.30052897,0.11807497,0.13443197,0.33296697,0.32898497,0.25084297,0.25963497,0.490912
sa19601.27-step0,sa19601.27,HydStab,0.0125,CyclicQUV,0,0,1.55,0,95.01,0.01,0.76,1.44,2.9,69.343236,4.435525,3.229946,2.991801,1.4414674,0.324483285,NA,NA,NA,NA,NA,NA,0.62631909,0.19372509,0.21721509,0.66180309,0.61514509,0.40496509,0.42520609,0.9299671
sa19601.28-step0,sa19601.28,HydStab,0.0125,CyclicQUV,0,0,1.55,0,94.64,0.02,0.78,1.49,0.8,70.043389,4.721746,3.459584,3.17233,1.50223,0.335252827,NA,NA,NA,NA,NA,NA,0.66020167,0.19823867,0.22446167,0.69500967,0.64195767,0.41640167,0.43845967,0.9525707
sa19601.29-step0,sa19601.29,HydStab,0.0125,Baseline,0,0,NA,NA,95.12,0,0.7,1.33,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sa19601.01-step1,sa19601.01,HydStab,0.0125,DampHeat,168,1,0,0,94.21,-0.03,0.74,1.39,3.2,115.511892,6.766624,5.162342,4.70637,2.6241613,0.970037026,NA,NA,NA,NA,NA,NA,0.4345779,0.1542009,0.1801039,0.4822649,0.4651269,0.3337199,0.3609179,0.7496749
sa19601.02-step1,sa19601.02,HydStab,0.0125,DampHeat,168,1,0,0,95.02,-0.01,0.76,1.44,2.1,106.657289,6.72294,5.071327,4.621836,2.5391299,0.908027704,NA,NA,NA,NA,NA,NA,0.43108344,0.15323544,0.17772044,0.47919844,0.46377044,0.33285244,0.36079544,0.7542854
sa19601.03-step1,sa19601.03,HydStab,0.0125,DampHeat,168,1,0,0,94.96,0,0.77,1.46,2.8,106.131783,6.68899,5.184579,4.618752,2.5849847,0.909088962,NA,NA,NA,NA,NA,NA,0.38847871,0.14101371,0.16640271,0.44175371,0.43542371,0.32153771,0.34692471,0.7313727
sa19601.04-step1,sa19601.04,HydStab,0.0125,DampHeat,168,1,0,0,95.04,-0.02,0.76,1.43,2,106.846024,6.608204,5.142014,4.60445,2.566548,0.882492399,NA,NA,NA,NA,NA,NA,0.28082153,0.11324153,0.13048253,0.32823953,0.33336253,0.26089553,0.28025253,0.5864095
sa19601.05-step1,sa19601.05,HydStab,0.0125,DampHeat,168,1,0,0,95,0,0.78,1.48,3.3,111.31122,6.808033,5.225202,4.693901,2.6580229,0.974183982,NA,NA,NA,NA,NA,NA,0.29968669,0.11552769,0.13425469,0.34810169,0.34928069,0.26999369,0.29045669,0.6170877
sa19601.06-step1,sa19601.06,HydStab,0.0125,DampHeat,168,1,0,0,94.97,-0.01,0.8,1.52,2.8,96.831566,6.580175,4.92173,4.47824,2.4199517,0.790926371,NA,NA,NA,NA,NA,NA,0.37044245,0.13864845,0.15865245,0.41684045,0.40649745,0.30078645,0.32287745,0.6690905
sa19601.07-step1,sa19601.07,HydStab,0.0125,DampHeat,168,1,0,0,95.01,-0.01,0.78,1.48,1.9,110.509081,6.784469,5.252115,4.708414,2.6074827,0.948875536,NA,NA,NA,NA,NA,NA,0.32518918,0.12571018,0.14196818,0.37507418,0.37365918,0.28325718,0.30507918,0.6541652
sa19601.08-step1,sa19601.08,HydStab,0.0125,FreezeThaw,168,1,0,0,95.03,0.01,0.8,1.53,2.4,117.283873,6.07954,4.611598,4.273402,2.4655821,0.953380638,NA,NA,NA,NA,NA,NA,0.49143909,0.16441309,0.18820109,0.54011709,0.51704509,0.35972109,0.38848709,0.8418391
sa19601.09-step1,sa19601.09,HydStab,0.0125,FreezeThaw,168,1,0,0,94.91,0,0.8,1.53,6.3,103.108506,6.000201,4.490422,4.098896,2.2870971,0.811788566,NA,NA,NA,NA,NA,NA,0.45337824,0.15985424,0.18174224,0.49797424,0.47817824,0.33806924,0.36290924,0.7466352
sa19601.10-step1,sa19601.10,HydStab,0.0125,FreezeThaw,168,1,0,0,95.09,0.01,0.77,1.46,1.5,120.155833,6.153677,4.751631,4.413225,2.5498773,1.017453879,NA,NA,NA,NA,NA,NA,0.29004971,0.11531171,0.13285171,0.33858871,0.34174171,0.26659371,0.28647971,0.5900107
sa19601.11-step1,sa19601.11,HydStab,0.0125,FreezeThaw,168,1,0,0,95.16,-0.01,0.71,1.34,1.6,120.456351,6.336933,4.90019,4.421342,2.5453499,1.02959425,NA,NA,NA,NA,NA,NA,0.41072455,0.14920155,0.16700455,0.46850755,0.45751655,0.33031055,0.35682055,0.7818746
sa19601.12-step1,sa19601.12,HydStab,0.0125,FreezeThaw,168,1,0,0,95.08,0.01,0.75,1.44,1.4,110.235433,6.273286,4.588114,4.306175,2.4185185,0.866063335,NA,NA,NA,NA,NA,NA,0.39172607,0.14459906,0.16230006,0.43776006,0.42691407,0.31135407,0.33386707,0.6921131
sa19601.13-step1,sa19601.13,HydStab,0.0125,FreezeThaw,168,1,0,0,95.11,0,0.76,1.43,1.6,117.353344,6.095004,4.62941,4.27276,2.4554279,0.909679257,NA,NA,NA,NA,NA,NA,0.28970455,0.11587055,0.13054855,0.34234955,0.34703955,0.26922455,0.28908455,0.6133196
sa19601.14-step1,sa19601.14,HydStab,0.0125,FreezeThaw,168,1,0,0,95.05,0.01,0.79,1.51,2.7,119.357149,6.113653,4.706643,4.326188,2.4683728,0.945983237,NA,NA,NA,NA,NA,NA,0.44827898,0.15981398,0.17951498,0.48998898,0.47117298,0.33190698,0.35729598,0.735749
sa19601.15-step1,sa19601.15,HydStab,0.0125,HotQUV,168,1,1.55,36.6828,95.34,-0.38,1.58,2.72,3.3,57.360264,26.47361,23.515479,20.214526,7.1329746,3.444012711,-0.54259132,0.5882143,0.5427136,0.4604448,0.14827723,0.0812703,0.46953314,0.16691714,0.18712714,0.49325714,0.45140314,0.32996814,0.35733914,0.7025681
sa19601.16-step1,sa19601.16,HydStab,0.0125,HotQUV,168,1,1.55,36.6828,95.39,-0.39,1.6,2.73,1.1,67.719833,28.186115,24.901263,21.126928,7.6597027,3.755274809,-0.089478485,0.6421534,0.5841331,0.4906016,0.16807649,0.09302663,0.48056645,0.16972145,0.18850945,0.50258945,0.45045545,0.32715645,0.35762745,0.7003925
sa19601.17-step1,sa19601.17,HydStab,0.0125,HotQUV,168,1,1.55,36.6828,95.32,-0.39,1.66,2.85,1.9,68.058583,29.210912,25.578009,21.848945,7.8462507,3.829767227,-0.055746197,0.6721216,0.6046942,0.5101822,0.17386121,0.0956493,0.38047964,0.14246865,0.16155564,0.40336964,0.38215865,0.29603165,0.32208564,0.6137686
sa19601.18-step1,sa19601.18,HydStab,0.0125,HotQUV,168,1,1.55,36.6828,95.33,-0.41,1.65,2.82,2.7,69.233789,28.851399,25.423452,21.694423,7.9816132,3.935142682,-0.068044585,0.6606495,0.6004535,0.5054693,0.17554546,0.09670405,0.36281373,0.13843573,0.15525373,0.38125173,0.35815973,0.27692073,0.30003273,0.5631437
sa19601.19-step1,sa19601.19,HydStab,0.0125,HotQUV,168,1,1.55,36.6828,95.28,-0.39,1.64,2.82,2.3,68.102809,28.705922,25.390762,21.619197,7.753218,3.760171165,-0.440081669,0.6393912,0.5861347,0.490123,0.15793566,0.08527701,0.49594365,0.17321565,0.19318265,0.52589665,0.47700265,0.34753065,0.37717065,0.7581446
sa19601.20-step1,sa19601.20,HydStab,0.0125,HotQUV,168,1,1.55,36.6828,95.28,-0.41,1.64,2.8,1.6,68.936655,29.129357,25.669129,21.794758,7.8541457,3.837243818,-0.051966241,0.6689913,0.6046263,0.5083306,0.17294545,0.09537819,0.46504994,0.16389294,0.18195694,0.47922994,0.43643794,0.32316194,0.34948094,0.6865619
sa19601.21-step1,sa19601.21,HydStab,0.0125,HotQUV,168,1,1.55,36.6828,95.36,-0.38,1.54,2.64,1.8,71.809289,28.210408,24.924919,21.190993,7.6299996,3.772903152,0.018941316,0.643101,0.5860383,0.4928486,0.16735463,0.09374994,0.44951846,0.16329246,0.18077246,0.48133946,0.44440746,0.32688846,0.35270146,0.7154055
sa19601.22-step1,sa19601.22,HydStab,0.0125,CyclicQUV,168,1,1.55,24.4552,95.36,-0.25,1.27,2.22,2.5,54.8495,20.18552,17.730413,15.083137,5.4260667,2.504474356,-0.436237139,0.4219047,0.3903794,0.3246539,0.10607527,0.05853114,0.39793142,0.15402042,0.17487042,0.44311042,0.41389642,0.30893442,0.34338242,0.6928584
sa19601.23-step1,sa19601.23,HydStab,0.0125,CyclicQUV,168,1,1.55,24.4552,95.29,-0.26,1.34,2.33,3.7,60.506475,20.898865,18.308983,15.53425,5.8181594,2.696868008,-0.265339336,0.4428401,0.4078599,0.3376515,0.11813366,0.06442662,0.41159799,0.15375899,0.17757299,0.45705999,0.42028699,0.31213099,0.35069899,0.708207
sa19601.24-step1,sa19601.24,HydStab,0.0125,CyclicQUV,168,1,1.55,24.4552,95.31,-0.27,1.31,2.28,4.7,63.409569,20.759077,18.189134,15.373457,5.7331486,2.687016243,-0.201937865,0.4447934,0.4056194,0.3372722,0.11658358,0.06385624,0.3910925,0.1483075,0.1699095,0.4334255,0.4053745,0.3030985,0.3403555,0.6932105
sa19601.25-step1,sa19601.25,HydStab,0.0125,CyclicQUV,168,1,1.55,24.4552,95.4,-0.3,1.31,2.26,3.3,65.734052,21.59902,18.983385,16.226885,6.1671109,2.948227629,-0.476926171,0.4479529,0.411362,0.3436063,0.11577228,0.06395512,0.42852772,0.16078672,0.18443572,0.47246572,0.42947272,0.31393972,0.35316872,0.7162507
sa19601.26-step1,sa19601.26,HydStab,0.0125,CyclicQUV,168,1,1.55,24.4552,95.26,-0.28,1.33,2.31,1.9,68.347963,22.285677,19.488942,16.605841,6.2169984,3.020928763,-0.062523386,0.481388,0.4375879,0.3661947,0.12776498,0.07284715,0.2245081,0.0959381,0.1090991,0.2665121,0.2683071,0.2238141,0.2501381,0.5243491
sa19601.27-step1,sa19601.27,HydStab,0.0125,CyclicQUV,168,1,1.55,24.4552,95.24,-0.31,1.41,2.45,4.6,66.709113,22.532155,19.877639,16.95229,6.4606212,3.179894494,-0.071808122,0.4933274,0.4538283,0.3805732,0.13682581,0.0778406,0.33741256,0.13280456,0.15335156,0.37728856,0.35819456,0.27532156,0.30963756,0.6219556
sa19601.28-step1,sa19601.28,HydStab,0.0125,CyclicQUV,168,1,1.55,24.4552,95.17,-0.28,1.39,2.43,2.4,68.548592,22.425776,19.447394,16.620064,6.2692349,3.029839886,-0.040749275,0.4826248,0.4358394,0.3665951,0.12995205,0.07345642,0.40491644,0.15381244,0.17507744,0.44832844,0.41568144,0.30668944,0.34385844,0.7027434
sa19601.02-step2,sa19601.02,HydStab,0.0125,DampHeat,336,2,0,0,94.97,0,0.82,1.55,3.1,94.815393,6.883982,5.287494,4.693912,2.5467077,0.855669348,NA,NA,NA,NA,NA,NA,0.37197714,0.13530314,0.15676914,0.43261614,0.42716114,0.31880114,0.33935614,0.7494871
sa19601.03-step2,sa19601.03,HydStab,0.0125,DampHeat,336,2,0,0,95.04,-0.01,0.82,1.54,3.1,105.769108,6.95742,5.355094,4.778812,2.6667187,0.948959325,NA,NA,NA,NA,NA,NA,0.43692225,0.15207325,0.17562226,0.49385525,0.47857226,0.34237125,0.36545925,0.8037533
sa19601.04-step2,sa19601.04,HydStab,0.0125,DampHeat,336,2,0,0,95.06,-0.02,0.81,1.53,2.6,111.900457,7.075317,5.471764,4.869735,2.7182198,1.007926231,NA,NA,NA,NA,NA,NA,0.38373295,0.13535795,0.16131595,0.44025295,0.43407195,0.32237895,0.34429295,0.7479059
sa19601.05-step2,sa19601.05,HydStab,0.0125,DampHeat,336,2,0,0,95.04,-0.01,0.83,1.57,4,98.793721,6.993468,5.297633,4.782585,2.586649,0.876183167,NA,NA,NA,NA,NA,NA,0.32969008,0.12490908,0.14485608,0.37900308,0.37636608,0.28529308,0.30307508,0.6337131
sa19601.06-step2,sa19601.06,HydStab,0.0125,DampHeat,336,2,0,0,95.05,0,0.8,1.52,3.1,104.927026,7.046543,5.437952,4.826304,2.6359406,0.929409901,NA,NA,NA,NA,NA,NA,0.29862182,0.11396882,0.13450682,0.34990482,0.35152282,0.27290482,0.29149682,0.6087408
sa19601.07-step2,sa19601.07,HydStab,0.0125,DampHeat,336,2,0,0,95.04,-0.01,0.81,1.52,2.5,113.443688,7.156029,5.450511,4.915045,2.7341269,1.029710563,NA,NA,NA,NA,NA,NA,0.30774689,0.11902289,0.13734189,0.36263689,0.36553789,0.28227489,0.30122589,0.6372089
sa19601.09-step2,sa19601.09,HydStab,0.0125,FreezeThaw,336,2,0,0,95.08,0,0.79,1.49,1.3,111.738514,6.140153,4.728998,4.244103,2.4582446,0.859806613,NA,NA,NA,NA,NA,NA,0.48193243,0.15763443,0.18513543,0.53825543,0.51672043,0.36306343,0.38448443,0.8526784
sa19601.10-step2,sa19601.10,HydStab,0.0125,FreezeThaw,336,2,0,0,95.08,-0.02,0.77,1.45,1.4,119.808042,6.328888,4.934876,4.45638,2.5810978,1.004166886,NA,NA,NA,NA,NA,NA,0.37637755,0.13545855,0.15681455,0.43409855,0.42737955,0.31751455,0.33466755,0.7345246
sa19601.11-step2,sa19601.11,HydStab,0.0125,FreezeThaw,336,2,0,0,95.06,-0.01,0.78,1.47,1.3,119.756653,6.343997,4.933358,4.512279,2.603997,0.982593224,NA,NA,NA,NA,NA,NA,0.353257,0.131129,0.14967,0.40862,0.405213,0.304117,0.320478,0.69995
sa19601.12-step2,sa19601.12,HydStab,0.0125,FreezeThaw,336,2,0,0,95.03,-0.01,0.79,1.49,1.7,118.514196,6.395064,4.996557,4.436794,2.5217859,0.97279409,NA,NA,NA,NA,NA,NA,0.45698724,0.15547324,0.17691924,0.51620224,0.49612924,0.35106024,0.37078824,0.8318252
sa19601.13-step2,sa19601.13,HydStab,0.0125,FreezeThaw,336,2,0,0,95.05,-0.01,0.78,1.47,1.8,102.038364,6.076344,4.676154,4.13274,2.3107954,0.754457043,NA,NA,NA,NA,NA,NA,0.18674827,0.08008527,0.09200727,0.22442028,0.23537427,0.19826727,0.20502128,0.4095113
sa19601.14-step2,sa19601.14,HydStab,0.0125,FreezeThaw,336,2,0,0,95.05,0,0.79,1.5,2,119.317615,6.241987,4.834244,4.422156,2.5168236,0.95992876,NA,NA,NA,NA,NA,NA,0.38903708,0.14130408,0.15888308,0.44751808,0.44090708,0.32378008,0.34227608,0.7576221
sa19601.16-step2,sa19601.16,HydStab,0.0125,HotQUV,336,2,1.55,73.3656,95.08,-0.65,2.35,3.96,1.4,72.956688,38.062999,33.779621,29.474277,11.1836741,5.75321949,0.02664101,0.4557022,0.4130818,0.3590783,0.13207126,0.07374603,0.44269731,0.16194531,0.17700231,0.45243231,0.41536231,0.32275431,0.35242131,0.6809843
sa19601.17-step2,sa19601.17,HydStab,0.0125,HotQUV,336,2,1.55,73.3656,95.11,-0.67,2.44,4.12,1.7,80.073605,40.010972,35.652912,30.82182,11.5453165,5.988962546,0.135896057,0.4832696,0.4396717,0.3773947,0.13735022,0.07725527,0.28916951,0.11752051,0.12563651,0.29641451,0.28910451,0.24037051,0.26103251,0.4945585
sa19601.18-step2,sa19601.18,HydStab,0.0125,HotQUV,336,2,1.55,73.3656,95.11,-0.7,2.54,4.28,2.5,80.649141,40.539044,35.954339,31.152379,11.9385543,6.273227568,0.121573144,0.4896317,0.4437666,0.38165,0.14170729,0.08022098,0.36918028,0.14498428,0.15660028,0.39551628,0.37159928,0.29736828,0.32671028,0.6313013
sa19601.19-step2,sa19601.19,HydStab,0.0125,HotQUV,336,2,1.55,73.3656,95.12,-0.68,2.44,4.11,1.5,83.640804,40.942373,36.226926,31.410787,11.9134865,6.249127259,-0.008252268,0.4864829,0.4407682,0.3785244,0.13567381,0.07656389,0.3375173,0.1304363,0.1423323,0.3519633,0.3370293,0.2754183,0.3014913,0.5888083
sa19601.20-step2,sa19601.20,HydStab,0.0125,HotQUV,336,2,1.55,73.3656,95.13,-0.67,2.41,4.06,1.4,83.906841,40.865512,36.206756,31.277265,11.7918562,6.183779131,0.178065994,0.4944637,0.4459449,0.3834153,0.14014516,0.07967323,0.27740199,0.11111298,0.11961399,0.28789698,0.28489199,0.23827998,0.26034999,0.507485
sa19601.21-step2,sa19601.21,HydStab,0.0125,HotQUV,336,2,1.55,73.3656,95.13,-0.65,2.35,3.95,1.6,81.11144,39.470291,34.961245,30.206074,11.3551874,5.917430031,0.136262387,0.4750268,0.4298179,0.3693032,0.13445299,0.07610566,0.4145882,0.1564602,0.1711322,0.4260932,0.3967222,0.3119862,0.3399412,0.6499582
sa19601.23-step2,sa19601.23,HydStab,0.0125,CyclicQUV,336,2,1.55,48.9104,95.08,-0.45,1.75,2.98,2.1,60.479765,28.406531,25.641625,22.205407,8.4894945,4.142633226,-0.133033747,0.3237523,0.3038765,0.2597561,0.09547811,0.05191962,0.3589425,0.1248865,0.1558325,0.3688665,0.3385645,0.2654805,0.3048825,0.6019245
sa19601.24-step2,sa19601.24,HydStab,0.0125,CyclicQUV,336,2,1.55,48.9104,95.11,-0.44,1.71,2.91,1.9,61.531226,27.752678,24.925446,21.817016,8.3836456,4.153540339,-0.126571429,0.3177221,0.2946281,0.2564642,0.09441903,0.05191738,0.23179806,0.09213506,0.10884606,0.24615306,0.23977106,0.20035606,0.22757406,0.4529711
sa19601.25-step2,sa19601.25,HydStab,0.0125,CyclicQUV,336,2,1.55,48.9104,95.18,-0.47,1.75,2.96,2.5,69.18274,30.041176,26.753603,23.194894,8.9182484,4.400052491,-0.191456199,0.3390461,0.3115919,0.2667797,0.09538515,0.05176646,0.34167099,0.12833699,0.15406199,0.35868799,0.32559599,0.25537899,0.29107099,0.557676
sa19601.26-step2,sa19601.26,HydStab,0.0125,CyclicQUV,336,2,1.55,48.9104,95.11,-0.47,1.78,3.03,1.6,69.964203,30.560704,27.2202,23.588199,8.9674044,4.456688818,-0.009231759,0.3534856,0.3241738,0.2782694,0.10137153,0.05599351,0.37316616,0.13809216,0.16395316,0.39786716,0.35799116,0.27647416,0.32042716,0.6409302
sa19601.27-step2,sa19601.27,HydStab,0.0125,CyclicQUV,336,2,1.55,48.9104,95.01,-0.48,1.92,3.27,3.8,71.364931,31.1913,28.003755,24.28743,9.3539664,4.697681966,0.027556438,0.364691,0.3376761,0.2902672,0.10785026,0.0596083,0.45102753,0.15816453,0.19345853,0.48743253,0.41658053,0.31133853,0.36272053,0.7133315
sa19601.28-step2,sa19601.28,HydStab,0.0125,CyclicQUV,336,2,1.55,48.9104,94.99,-0.46,1.84,3.14,3.1,65.469866,30.113059,26.911851,23.421283,8.8790888,4.359554118,-0.06233879,0.3460929,0.319663,0.2760007,0.10054929,0.0548527,0.44376386,0.15773886,0.19260386,0.48172286,0.41451886,0.30943586,0.36039886,0.6983819
sa19601.03-step3,sa19601.03,HydStab,0.0125,DampHeat,504,3,0,0,95.02,0,0.81,1.54,2.7,114.568883,7.217692,5.625563,5.029515,2.7362039,1.094231295,NA,NA,NA,NA,NA,NA,0.367367,0.133012,0.156316,0.427086,0.422805,0.314801,0.33649,0.746829
